event_id,case_id,timestamp,event_type,user,device,source_ip,destination,process,severity,source,label,description
E301,CASE004,2026-04-02 03:10:00,login_success,backup-svc,server-03,10.0.0.44,vpn-gateway,vpn-client,medium,auth_log,benign,"the backup-svc account logs in at an odd early-morning hour, using a known office IP"
E302,CASE004,2026-04-02 03:12:00,process_start,backup-svc,server-03,10.0.0.44,server-03,backup-agent.exe,medium,endpoint_log,benign,a backup agent process starts shortly after login
E303,CASE004,2026-04-02 03:20:00,file_access,backup-svc,server-03,10.0.0.44,backup-share,backup-agent.exe,medium,file_audit_log,benign,files are copied to the backup share as part of a routine-looking job
E304,CASE004,2026-04-02 03:25:00,analyst_note,backup-svc,server-03,10.0.0.44,n/a,n/a,low,analyst_notes,context,no one on the team can immediately confirm whether this backup schedule was recently changed
E401,CASE005,2013-11-12 12:00:00,login_success,fazio_vendor_account,vendor-portal,n/a,target-internal-network,vendor-vpn-client,high,auth_log,suspicious,"attackers use network credentials stolen from Fazio Mechanical Services, a Target HVAC vendor, to get into Target's internal network"
E402,CASE005,2013-11-15 12:00:00,process_start,attacker,pos-terminal,n/a,pos-network,blackpos.exe,high,endpoint_log,suspicious,malware starts getting installed on a limited number of point-of-sale terminals in Target stores
E403,CASE005,2013-11-28 12:00:00,alert_triggered,security_team,target-server,n/a,n/a,symantec-av,medium,antivirus_log,suspicious,"antivirus software flags malicious behavior on a Target server, but the alert is not acted on"
E404,CASE005,2013-11-30 12:00:00,process_start,attacker,target-server,n/a,target-internal-network,blackpos.exe,high,endpoint_log,suspicious,most of Target's point-of-sale system is now infected as the first data-exfiltration malware variants are installed on an internal Target server
E405,CASE005,2013-12-02 12:00:00,network_upload,attacker,target-server,n/a,external-ftp-server,ftp.exe,high,network_log,suspicious,updated exfiltration malware starts sending stolen payment card data out over FTP to external servers; an intrusion detection alert fires but is not escalated in time
E406,CASE005,2013-12-03 12:00:00,process_start,attacker,target-server,n/a,target-internal-network,blackpos.exe,medium,endpoint_log,suspicious,"the exfiltration malware is updated again just after midnight, likely to dodge detection"
E407,CASE005,2013-12-12 12:00:00,analyst_note,investigator,n/a,n/a,n/a,n/a,low,analyst_notes,context,the Department of Justice notifies Target of the breach
E408,CASE005,2013-12-19 12:00:00,analyst_note,investigator,n/a,n/a,n/a,n/a,low,analyst_notes,context,"Target publicly confirms about 40 million payment card accounts were compromised, later raising the count to include 70 million customer records"
E501,CASE006,2016-11-14 12:00:00,login_success,attacker,unknown-device,n/a,uber-github-repo,git-client,high,auth_log,suspicious,attackers use a stolen GitHub credential to access a private Uber code repository
E502,CASE006,2016-11-14 12:00:00,file_access,attacker,unknown-device,n/a,uber-github-repo,git-client,high,file_audit_log,suspicious,AWS access keys are found sitting in the private code repository
E503,CASE006,2016-11-14 12:00:00,network_upload,attacker,unknown-device,n/a,uber-aws-s3-bucket,aws-cli,high,network_log,suspicious,"the AWS keys are used to reach a cloud storage bucket holding rider and driver data, exposing around 57 million records"
E504,CASE006,2016-11-14 12:00:00,analyst_note,security_team,n/a,n/a,n/a,n/a,medium,analyst_notes,context,the attackers email Uber's security team claiming to have found a major vulnerability
E505,CASE006,2016-12-08 12:00:00,analyst_note,security_team,n/a,n/a,n/a,n/a,low,analyst_notes,context,"Uber pays the attackers $100,000 through its bug bounty program and has them sign non-disclosure agreements, instead of disclosing the incident"
E506,CASE006,2017-11-21 12:00:00,analyst_note,investigator,n/a,n/a,n/a,n/a,low,analyst_notes,context,Uber's new CEO publicly discloses the year-old breach
E601,CASE007,2015-12-14 12:00:00,process_start,employee,work-laptop,n/a,waymo-design-server,unknown-download-tool,high,endpoint_log,suspicious,specialized software is installed on a company laptop to reach the internal design server
E602,CASE007,2015-12-14 12:00:00,file_access,employee,work-laptop,n/a,waymo-design-server,unknown-download-tool,high,file_audit_log,suspicious,"over 14,000 confidential design files (about 9.7 GB) are downloaded, including circuit board schematics and LiDAR testing documentation"
E603,CASE007,2015-12-14 12:00:00,device_connected,employee,work-laptop,n/a,external-drive,n/a,high,endpoint_log,suspicious,an external storage drive is connected to the same laptop shortly after the download
E604,CASE007,2016-01-20 12:00:00,process_start,employee,work-laptop,n/a,work-laptop,disk-format-tool,high,endpoint_log,suspicious,the laptop is wiped and reformatted shortly before the employee's resignation
E605,CASE007,2016-01-27 12:00:00,analyst_note,investigator,n/a,n/a,n/a,n/a,low,analyst_notes,context,the employee resigns without notice
E606,CASE007,2016-05-01 12:00:00,analyst_note,investigator,n/a,n/a,n/a,n/a,low,analyst_notes,context,"months later, the competitor he started is acquired by a ride-hailing company, which is how the downloads later come to light in a lawsuit"
